time,exp_name,checkpoint_path,dataset_name,model_size,epochs,batch_size,test_batch_size,num_workers,benchmark,amp,main_aug_depth,aux_aug_depth,lr,wd,clean_pretrain_epochs,trigger_only_epochs,poison_loss_weight,aux_clean_weight,lambda_pos,trigger_lr,trigger_amp,trigger_len,trigger_iq_mode,trigger_adaptive_amp,trigger_position_mode,trigger_smooth_kernel,lambda_trigger_energy,lambda_trigger_smooth,environment_template_matching,lambda_trigger_env,env_template_mode,env_template_seed,env_low_freq_ratio,env_high_freq_ratio,env_template_smooth_kernel,env_match_mode,env_n_fft,env_hop_length,env_win_length,target_label,poison_rate,clean_source_acc,source_asr,clean_target_acc_1,target_asr_1,clean_target_acc_2,target_asr_2,clean_target_acc_3,target_asr_3
20260328_211108,oracle_paper_full,weight\Dataset=ORACLE_Model=S_b8d93680fe.pth,ORACLE,S,1000,64,32,8,1,1,1,0,0.001,0.0,-1,-1,0.3,0.0,0.2,0.005,0.03,512,quadrature,1,random,9,0.001,0.001,1,0.07,band_limited_noise,2023,0.05,0.35,9,spectrogram,32,8,32,0,0.01,0.9625,0.064,0.6619,0.046,,,,
